img_id;Sample;Image;Name;Image Name;expo_id;Country;Group;Class;Class Description;Granular Location - Map;Palace Gallery Section;Palace Gallery Section Name;Area;Locale Type;Critical Theme;Topical Theme;People;Animal;Animal Type;Plant;Plant Type;Sound;Sound Type;Prize;Prize Type;Material;Creator;Image Framing;Image Materiality;Glass Plate;Text-in-Frame;Text-in-Image;Associated Excerpt(s);Excerpt Image ;Excerpted Source(s);Source File(s);Associated Image(s);Links;Comments;Medium;Author;Approx Orig Resolution;Collection
655;;;FRDAFAN81_OF12v1323_A;;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
707;;;FRDAFAN81_OF12v1389_A;;381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
53;;;474 Le Cavalier Marocain (LCP);;474;Morocco;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture,Animal;Leon & Levy;2350;Library Company of Philadelphia
469;;;FRDAFAN81_OF12v1053_A;;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
626;;;FRDAFAN81_OF12v1274_A;;298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
319;;;367 Pavillion de l'Empereur (GVZ);;367;France;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;1600;Gary Van Zante
829;;;FRDAFAN81_OF12v1597_A;;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
297;;;214 Parc Belge, Statue de Baudoin de Constantinople;;214;Belgium;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;Leon & Levy;1600;Archives Nationales de France
201;;;395 Beaux-Arts Section Italienne;;395;Italy;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Painting,Sculpture;Leon & Levy;1050;Archives Nationales de France
399;;;576 - Vue dans le jardin central;;576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;National Gallery of Victoria
752;;;FRDAFAN81_OF12v1448_A;;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
256;;;[TBD] Section Suédoise;;;Sweden;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Machine (Boats);TBD;4000;Roger Viollet
372;;;TEKA0021903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tekniska museet
802;;;FRDAFAN81_OF12v1567_A;;309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
895;;;FRDAFAN81_OF12v1680_A;;438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
563;;;FRDAFAN81_OF12v1198_A;;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
415;;;8077 - Exposition Universelle de 1867 Aubusson;;8077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kakou Collection
678;;;FRDAFAN81_OF12v1355_A;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
20;;;444 Pavillion de l'Empereur. Parc Français;;444;France;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;7100;François Brunet
488;;;FRDAFAN81_OF12v1104_A;;694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
917;;;FRDAFAN81_OF12v1721_A;;465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
909;;;FRDAFAN81_OF12v1709_A;;757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
566;;;FRDAFAN81_OF12v1201_A;;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
721;;;FRDAFAN81_OF12v1405_A;;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
568;;;FRDAFAN81_OF12v1203_A;;475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
171;;;134 Galerie du Travail, Section Francaise (No 8);;134;France;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Machine;Leon & Levy;4500;Brian May
587;;;FRDAFAN81_OF12v1228_A;;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
755;;;FRDAFAN81_OF12v1451_A;;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
471;;;FRDAFAN81_OF12v1055_A;;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
627;;;FRDAFAN81_OF12v1275_A;;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
269;;;388 Entrée Principale, vue du Cercle International;;388;;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Leon & Levy;1600;Archives Nationales de France
49;;;63 Galerie Prussienne, les Lutteurs (No 2);;63;Prussia;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal,Sculpture;Leon & Levy;7650;François Brunet
465;;;FRDAFAN81_OF12v1046_A;;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
246;;;369 Perspective des Rideaux Anglais;;369;UK;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Curtain;Leon & Levy;4500;Brian May
518;;;FRDAFAN81_OF12v1140_A;;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
377;;;TEKA0121795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tekniska museet
3;;;206 Beaux-Arts. Section Italienne (N. 28) (FB);;206;Italy;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Painting,Sculpture;Leon & Levy;7100;François Brunet
767;;;FRDAFAN81_OF12v1473_A;;274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
156;;;366 Cristaux Autrichiens (BM);;366;Austria;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal;Leon & Levy;4500;Brian May
685;;;FRDAFAN81_OF12v1363_A;;597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
243;;;217 Galeries Anglaises, Terres cuites (No 2) (AN);;217;UK;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Tiles;Leon & Levy;1050;Archives Nationales de France
757;;;FRDAFAN81_OF12v1455_A;;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
185;;;653 Galerie du Travail Section Francaise;;653;France;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Machine;Leon & Levy;4500;Brian May
179;;;374 Galerie du Travail, ensemble Francais;;374;France;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Machine;Leon & Levy;1050;Archives Nationales de France
261;;;[Anon] Vue générale de l'Exposition;;;;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Anonymous;1600;François Brunet
286;;;583 Entrée de l'Aquarium d'eau de mer (BM);;583;Aquarium d'eau de mer;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;4500;Brian May
529;;;FRDAFAN81_OF12v1156_A;;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
32;;;[Anon] Verso: 6139 Galerie des Beaux-Arts. Section Italienne;;;Italy;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lowe & Bro (USA) pirate Leon & Levy?;7100;François Brunet
906;;;FRDAFAN81_OF12v1696_A;;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
207;;;679 Beaux-Arts, Section Italienne (b);;679;Italy;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;Leon & Levy;1050;Archives Nationales de France
314;;;[TBD] Pavillon de l'Empereur (RV);;;France;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;TBD;4000;Roger Viollet
599;;;FRDAFAN81_OF12v1246_A;;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
590;;;FRDAFAN81_OF12v1235_A;;570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
581;;;FRDAFAN81_OF12v1218_A;;389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
294;;;28 Statue d'Ambiorix, Parc Belge;;28;Belgium;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;Leon & Levy;1600;Archives Nationales de France
795;;;FRDAFAN81_OF12v1559_A;;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
227;;;278 Porcelaines de Prusse (b) (LCP);;278;Prussia;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Porcelaine;Leon & Levy;2350;Library Company of Philadelphia
642;;;FRDAFAN81_OF12v1309_A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
105;;;576 Vue dans le Jardin Central (BM);;576;Central Garden;;;;;;;Central Garden;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;Leon & Levy;4500;Brian May
532;;;FRDAFAN81_OF12v1160_A;;548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
281;;;676 Exposition, Vue de l'École-Militaire;;676;;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Leon & Levy;1600;Archives Nationales de France
564;;;FRDAFAN81_OF12v1199_A;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
526;;;FRDAFAN81_OF12v1152_A;;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
613;;;FRDAFAN81_OF12v1260_A;;433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
750;;;FRDAFAN81_OF12v1446_A;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
55;;;170 Parc Français, la Galvanoplastie;;170;France ;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;2350;Library Company of Philadelphia
270;;;398 Panorama pris du Phare (AN);;398;;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Leon & Levy;1600;Archives Nationales de France
11;;;288 La Mosquée, Parc Égyptien (FB);;288;Ottoman Empire;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;7100;François Brunet
47;;;490 Galerie du Travail, Section Ottomane [pirate];;490;Ottoman Empire;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Anonym. pirate Leon & Levy;7100;François Brunet
28;;;[Anon] Verso: 6145 Galerie des Beaux-Arts. Section Italienne;;;Italy;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lowe & Bro (USA) pirate Leon & Levy?;7100;François Brunet
818;;;FRDAFAN81_OF12v1586_A;;276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
373;;;TEKA0121808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tekniska museet
754;;;FRDAFAN81_OF12v1450_A;;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
285;;;[TBD] Aquarium (c);;;Aquarium;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;;TBD;4000;Roger Viollet
446;;;FRDAFAN81_OF12v1021_A;;315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
331;;;[Anon] Parc Mexicain;;;Mexico;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Anonymous;1600;François Brunet
921;;;FRDAFAN81_OF12v1725_A;;362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
264;;;279 Vue a vol d'oiseau du Palais;;279;Palais;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Leon & Levy;1600;Archives Nationales de France
582;;;FRDAFAN81_OF12v1220_A;;307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
65;;;[TBD] Negative 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TBD;4000;Roger Viollet
616;;;FRDAFAN81_OF12v1263_A;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
686;;;FRDAFAN81_OF12v1364_A;;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
902;;;FRDAFAN81_OF12v1691_A;;658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
718;;;FRDAFAN81_OF12v1401_A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
547;;;FRDAFAN81_OF12v1179_A;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
114;;;[L&L] Untitled 4;;;;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leon & Levy;2000;Patrick Montgomery
458;;;FRDAFAN81_OF12v1033_A;;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
210;;;8207 La Vanité, par Tantardini, section italienne;;8207;Italy;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;Leon & Levy;4000;Roger Viollet
612;;;FRDAFAN81_OF12v1259_A;;432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
817;;;FRDAFAN81_OF12v1585_A;;299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
720;;;FRDAFAN81_OF12v1404_A;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
86;;;[L&L] Section Française;;;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leon & Levy;1050;Archives Nationales de France
614;;;FRDAFAN81_OF12v1261_A;;456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
33;;;[Anon] Verso: 6141 Galerie des Beaux-Arts. Section Italienne;;;Italy;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lowe & Bro (USA) pirate Leon & Levy?;7100;François Brunet
37;;;[Anon] Verso: 6199 Jardin Intérieur;;;Central Garden;;;;;;;Central Garden;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anon. maybe Lowe & Bro (USA) pirate Leon & Levy?;7100;François Brunet
154;;;106 Galerie Autrichienne. Lustres et Cristaux;;106;Austria;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal;Leon & Levy;4500;Brian May
896;;;FRDAFAN81_OF12v1681_A;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
406;;;8023 - Exposition universelle de 1867. Section prussienne;;8023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kakou Collection
910;;;FRDAFAN81_OF12v1710_A;;762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
163;;;[TBD] Cristaux de Baccarat (b);;;France;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;;TBD;4000;Roger Viollet
421;;;8119 - Exposition universelle de 1867. Jardin d_horticulture;;8119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kakou Collection
435;;;Exposition universelle de 1867- Aspect des travaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kakou Collection
475;;;FRDAFAN81_OF12v1064_A;;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
619;;;FRDAFAN81_OF12v1266_A;;634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
449;;;FRDAFAN81_OF12v1024_A;;346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
304;;;318 Vue dans le Parc Égyptien;;318;Egypt;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;1600;Archives Nationales de France
368;;;TEKA0021886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tekniska museet
34;;;[Anon] Verso: 6195 Porcelaine.  Section Prussienne;;;Prussia;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anon. maybe Lowe & Bro (USA) pirate Leon & Levy?;7100;François Brunet
135;;;540 Le Premier Caprice, par Galli;;540;;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;Leon & Levy;1050;Archives Nationales de France
511;;;FRDAFAN81_OF12v1133_A;;409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
369;;;TEKA0021895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tekniska museet
448;;;FRDAFAN81_OF12v1023_A;;345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
354;;;457 Vue Panoramique du Parc Anglais;;457;UK;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Leon & Levy;1600;Archives Nationales de France
763;;;FRDAFAN81_OF12v1467_A;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
325;;;603 Vue dans le Parc Italien;;603;Italy;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;1600;Archives Nationales de France
650;;;FRDAFAN81_OF12v1317_A;;443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
594;;;FRDAFAN81_OF12v1240_A;;618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
268;;;382 Panorama du Parc et du Palais;;382;;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Leon & Levy;1600;Archives Nationales de France
510;;;FRDAFAN81_OF12v1132_A;;419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
309;;;428 Parc Égyptien;;428;Egypt;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;1600;Archives Nationales de France
667;;;FRDAFAN81_OF12v1337_A;;725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
355;;;597 Parc Anglais;;597;UK;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;1600;Archives Nationales de France
749;;;FRDAFAN81_OF12v1445_A;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
618;;;FRDAFAN81_OF12v1265_A;;314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
337;;;[Anon] La Mosquée;;;Ottoman Empire;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Anonymous;1600;François Brunet
898;;;FRDAFAN81_OF12v1685_A;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
493;;;FRDAFAN81_OF12v1111_A;;714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
514;;;FRDAFAN81_OF12v1136_A;;586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
797;;;FRDAFAN81_OF12v1561_A;;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
771;;;FRDAFAN81_OF12v1479_A;;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
155;;;262 Beaux-Arts, Section Autrichienne;;262;Austria;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Painting,Sculpture;Leon & Levy;1050;Archives Nationales de France
419;;;8112 - Exposition de 1867 -Pavillon impérial;;8112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kakou Collection
704;;;FRDAFAN81_OF12v1386_A;;427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
681;;;FRDAFAN81_OF12v1358_A;;241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
515;;;FRDAFAN81_OF12v1137_A;;424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
831;;;FRDAFAN81_OF12v1600_A;;707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
177;;;301 Photographie, Section Francaise;;301;France;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Photography;Leon & Levy;1050;Archives Nationales de France
474;;;FRDAFAN81_OF12v1060_A;;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
643;;;FRDAFAN81_OF12v1310_A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
738;;;FRDAFAN81_OF12v1428_A;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
722;;;FRDAFAN81_OF12v1406_A;;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
441;;;FRDAFAN81_OF12v1016_A;;676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
335;;;[Anon] Parc Mexicain et Eglise Roumaine;;;Mexico/Romania;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Anonymous;1600;François Brunet
846;;;FRDAFAN81_OF12v1618_A;;566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
204;;;555 Beaux Arts Section Italienne, Les derniers jours de Napoléon Ier;;555;Italy;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;Leon & Levy;4500;Brian May
0;;;101 Les deniers jours de Napoléon Ier, par Vela;;101;Italy;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;Leon & Levy;7650;François Brunet
361;;;[TBD] Virebent Freres & Fils, France;;;France;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;TBD;4000;Roger Viollet
808;;;FRDAFAN81_OF12v1575_A;;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
498;;;FRDAFAN81_OF12v1118_A;;736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
22;;;648 Le Petit Pêcheur par Cambos;;648;France;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;Leon & Levy;7100;François Brunet
466;;;FRDAFAN81_OF12v1048_A;;665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
10;;;252 Statues Italiennes et Costumes Russes;;252;"""Italy, Russia""";;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture,Costume;Leon & Levy;7100;François Brunet
90;;;310 Pavillon et Cristaux. Section Française;;310;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal;Leon & Levy;4500;Brian May
162;;;[TBD] Cristaux de Baccarat (a);;;Palais;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal;TBD;4000;Roger Viollet
879;;;FRDAFAN81_OF12v1657_A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
121;;;[TBD] Negative 18;;;;;;;;;;Palais;;;;;;;;;;;;;;;;;;;;;;;;;;;Sculpture;TBD;4000;Roger Viollet
714;;;FRDAFAN81_OF12v1397_A;;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
894;;;FRDAFAN81_OF12v1679_A;;411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
735;;;FRDAFAN81_OF12v1424_A;;253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
394;;;433 Vue dans le Parc Français;;433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;National Gallery of Victoria
345;;;542 Pavillon Prussien;;542;Prussia;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;Architecture;Leon & Levy;1600;Archives Nationales de France
843;;;FRDAFAN81_OF12v1615_A;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
321;;;8115 Parc Français;;8115;France;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leon & Levy;2000;Patrick Montgomery
826;;;FRDAFAN81_OF12v1594_A;;605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
272;;;401 Panorama du Parc, pris du Cercle International;;401;;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;PANORAMA;Leon & Levy;1600;Archives Nationales de France
723;;;FRDAFAN81_OF12v1407_A;;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
883;;;FRDAFAN81_OF12v1662_A;;554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
696;;;FRDAFAN81_OF12v1376_A;;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
552;;;FRDAFAN81_OF12v1184_A;;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
494;;;FRDAFAN81_OF12v1113_A;;730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000x1000;Archives Nationales
