img_id,Sample,Image,Name,Image Name,expo_id,Country,Group,Class,Class Description,Granular Location - Map,Palace Gallery Section,Palace Gallery Section Name,Area,Locale Type,Critical Theme,Topical Theme,People,Animal,Animal Type,Plant,Plant Type,Sound,Sound Type,Prize,Prize Type,Material,Creator,Image Framing,Image Materiality,Text-in-Frame,Text-in-Image,Associated Excerpt(s),Excerpt Image ,Excerpted Source(s),Source File(s),Associated Image(s),Links,Comments,Medium,Author,Approx Orig Resolution,Collection
360,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/Z4LMWqtyMBQNwxD-4yMDoQ/L6rh7lSCOZVmKLg_mmMkUHxsx6DevoqArlv8I_QWLgv-YuPjkFgx8q9euqznlxn_g3q6QNO0QtKXw6OynP85ry7s7zO7t9gUDtc0YNPOw5BkjIR3Q74YnzPclRE25-ku2zbEarOka0wow1AchKp23A/FCX08Uq_Z3MYfQZS-KTJM1hQH2g8YsipR1SYMmnbXLs),442 - Pavillon Chinois.,Chinese Pavillion,442,China,,,,,,,Park,Pavillion,,"Architecture,Food Product,Café,Restaurant,Theatre,Museum",,,,checked,Crop,,,,,,,,Albumen Print,Pavillon Chinois,"Théâtre le soir;
Exposition chinoise;
Jardin et Musée;
Débit de Thé;
Café;
Restaurant",,,,,,,,Architecture,Leon & Levy,1050,Archives Nationales de France
364,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/KHqYnD7qEP6t8yOVzCSpGA/0N2ymsUyOUa_uXReOmULh754nGYmkuNalb0lLqhqQvCAjh2btaqTdX_P8JtjRoO97Fs0C3G7fCPXMHvxAlaFwQ1Vvc8a_MIY20sa4MrwfjSx1t8e_9dn4v_NcPoTcW3zXTmKghUvJDBlvhFNcJhLtQ/6xHKBxGPAhrSh31_YwhMpflIUWTXUnxr4jRhEtc_Sio),383 - Parc Français Cascade (N. 2),,383,France,,,,,,,Park,Water Feature,Ecocriticism,"Water,Landscaping",,,,,,checked,Falling Water,,,,,,,,,,,,,,,,,,,Tekniska museet
457,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/bBvOcwm_tpN6zB3JsFT7Ig/uzRjtFX6UqPL2Af7eWmYM5oNsWTE4UD9wIGfBMhjSBlbkQs2Cz7yXDJQ5wQtRM226uTZzN3QH0pa4dh1O3jkt9Nu7yQ-21Bbx09xwUf_T37-XmU1RW2RaFweaiQed94INDUzMc9StStFFugRR7EgNA/akBRhO-KpGZim-bzA1TniZBdI7O0PRd20G949rth8ek),14 - Jardin Central Musique de la Garde de Paris,,14,France,,,,,Central Garden,,Palace,Central Garden,,"War,Music",checked,,,,,checked,Musical Performance,,,,,,,,,,,,,,,,,,2000x1000,Archives Nationales
961,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/uSL4yFGDF5ChWCyNY5dbeg/QaGOwNa2OCS-izCoi8A_dvOgOJEH98pMjJLAY8oMrLfPjJgiXRqaojHhR3JFsDxMpqi2p7cClfOeTtkz8m81ZBBr8OgCcLagTjXz99px-UYKzsUOr3f_TO81fg5gcdaLr2DJZIo2ILLQPoBDroqcGg/W8r6JeKmrzR2RgR2-Ed5kgDul-5zCois_B8F9iGDcw8),598. - Vue dans le Parc chinois.,,598,China,,,,,,,Park,Pavillion,,Architecture,,,,,,,,,,,,,Albumen Print,Vue dans le Parc chinois.,,,,,,,,,,,2000x1000,Archives Nationales
1012,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/zacw4Es3jPF_L68esnfyeA/fFAG-hI1DmfYmLxIGzv0Kug8_bGpoIqnrseyBiyUusGwc9GlSBKBC-svH72dGjFcrUEgVhx-C53kRrLAqqFEuPKn_AkqI6XHJYJpMq8oGLAcqi-_O6H8Jf4Fd3O5yII80_4PgQJ-gC8HMuLdLyLv3A/Ke2A5hFOQOE86XJdmWTJ239SDPbmBxzcIx9EnBHzwC4),"446 - L'Amour vainqueur de la Force, par Carroni.",Love Vanquishing Strength,446,Switzerland,Group 1. Works of Art.,Class 3. Sculpture and Dye-Sinking.,"Class 3. (Palace Gallery 1.) Sculptures and Engravings on Medals.—Spherical, embossing, sculptured bas-reliefs, sculptures reponsées, pressed and chiselled, medals, cameos, engraved stones, chemical engravings.",,Palace Gallery 1,Galerie I des Oeuvres d'Art,Palace,Country Section,Ecocriticism,"Represented Animal,Animal,Sculpture,Allegory",,checked,Lion,,,,,checked,Second Prize,Marble,Sculptor Emmanuel Caroni,,Albumen Print,"L'Amour vainqueur de la Force, par Carroni.",,"Artist: Caroni, Emmanuel.
From: Rancate (Tessin).
Current location: Florence.
Sculptures displayed:
L’Amour vainqueur de la Force (group in marble);
Esclave au marché (statue in marble);
Ophélie (statue in marble).

Caroni of Switzerland awarded Second Prize in the Class 3 Sculpture category.","image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/jKuTTwzK0CyO6eyxC-1Y4w/hAmr2EmYwcxhTbqDNS-N0gPQY8xFmpBWD7BCPjZ6qBLIiHq7938zl_5mf_bGOciZH5DV7sOQjSBmrskIlVHtH5fwlYFVAB1JML1fVhKXZF4iCSQ_Se9VFuJ9joJKDrN60L5pxbIoAUgphnvZR5w7vQ/vzMTEsq6JxrS4HWt9pTikhx9qk9gmwdgMcY1BqWdrqc),image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/XYIzlH0JIwV8dErZEILcgA/BoXYBfXwHNSN3K2j2Sl8XMffEwkdcfAjXt-MVzCNXbDse3nvOnB9bCOgBYX_TGGOUSHnuOQRbpwWz3orMbrqgb5blwVSIGt9AOH3C8nmVRK4SWnUgVqXEIpRAN_mcbQmwmEYW8EpuH9GPZQa0c0mdg/z7EPJCCViK27hjCHFSyb1HI41dRW0lvd--vum9vmKwg)","Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867. Internet Archive, http://archive.org/details/expositionuniver00expo_2.
Page 172.

Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris : Dentu, 1867. Internet Archive, http://archive.org/details/gri_catalogueoff00expo.
Page 10.
","""Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/tgSP7qKyeInBtgK6OPGpiQ/TXm8FxaH7-DUZu1PwsEoqFGFXFuY53s1zMpDAtB_VoomecEQCdFDN_N86-dghk5Om_2Wvy4DGTI9FHOdMT_wwALucGakZXvsPkSabF_7Xodz4FgnrP-0m2vXu9-THwJRqORUdnrey4tKbbInv83-WE0El0HzHdEzNLvuQddl_oQmZXTHpR0OFPvubB8PwHmkyt3d80_Kx6VSmSvcJnwgn3UL_aw-fi8H8Ie1n8Ljh8q_xsrITC4EiO903wuIO90XXMoBhU48M7t7xGf3lwFwWT08Ov6D9m9483s2TOEhs3ICkb2DoD-7NWLQh3psBFNVnTM5DhHcVNDot4Z13Ypifg/FYjDdcTIGCprbVbKyZxrsb7Pq15qp2ylQIPEBndf69Y)"",""Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris , E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/M_ubqvjVkAZYs61FOI4Z7A/7hQDx126DT2XXka3g3kPiC39VJ13f0Pry2XMnsfC6EJqJPYki8Mq88NnqI7iiNsFFbm-laqvkWDzdHTl6c1Dr_pIGRvw0RZ3nmqLIYPh8p1MIXCXMr-YvKl5lO-5hBjPnt471nlr7VUakUNu2ylgL-RAOTurZBWZvUAJQrv7g8rbfsajdnimLUaLqiZEo00AAVvIKLpoDjWauThOqd6V5DSnfEi5Hdif_Xjeovvv6lRRC-hu_wLbE2WF_FGfyScvOgrpuLg38Jz_fw9q_wX4bL2vodnMnaZyw2nOliRbqsJoCryoSotHMQDjJpwbFkD5/x7lHYy7U7RJqSjaiZwsooadkHAjabZAI1z39QOMJiBM)""",,https://www.tomasso.art/artworkdetail/850382/18036/cav-emanuele-caroni-1826-after-1895,,,,,Smithsonian Institute
1013,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/I3ZJRlmgg4E88DQua4oArA/aExLORfw0IlysitOYeq4X1HaXVKZ6aDLiw3jWuLGIaIERyhPe_3iuVg4ipLEvp6KSCQBVb-_0csOJczmhDVoBdKWFhCCPuDGCWV7B47NmhD7nOtQaIIfwPN12x1u5yA47dA73glvUuzx_rvz_9g1MQ/OkmGzH8yxqtPP41nQFFLa20DHGmOs2bCCETtwqCRBBg),"481 - Ganymède, par Fantacchiotti.",Ganymede,481,Italy,Group 1. Works of Art.,Class 3. Sculpture and Dye-Sinking.,"Class 3. (Palace Gallery 1.) Sculptures and Engravings on Medals. Spherical, embossing, sculptured bas-reliefs, sculptures reponsées, pressed and chiselled, medals, cameos, engraved stones, chemical engravings.",,Palace Gallery 1,Galerie I des Oeuvres d'Art,Palace,Country Section,"Ecocriticism,Gender - Masculinity","Animal,Represented Animal,Sculpture,Mythology",,checked,Eagle,,,,,,,Marble,"Sculptor
Odoardo Fantacchiotti",,Albumen Print,"Ganymède, par Fantacchiotti.",,"Artist: Fantacchiotti (Édouard).
From: Florence.
Statues displayed:
Eve (statue in marble);
La Fidélité (small group in marble);
Ganimède (group in marble).",image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/1_ZmMtOkhfDDYSFQChi3Fg/bdZsSH529wJF7zVsJevIDNAlMOCHkFICqG4Tu11H0Ss18CYMWwOY81CITI7Cz1D7qJydlMjBfSvTaW2blT1BPeD8Cy27ub96_uoOs6Oghz5_GrneibYk3M7CTFs4qAOPqWXmZYoAedFll2J8EyUE3g/TuLe__YH_SHwf9Im2sEwpmVAmtHFuH3loql_egg_S34),"Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867. Internet Archive, http://archive.org/details/expositionuniver00expo_2.
Page 206.","""Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/8_Srj4WgfWrD-Mr0zI8bsQ/kYO2UYDgEns8Y95K0JKUOTw7Up5IiXauHFPCn_TiN_HHVod6R0Zr4SvAda4r3GoBNe2X_RiW0UAVAj1pr_w3UmMH3BUhgUcz3eqcnpsICyRtdY2o2AvpqfU7ZiPaesSpmKzT0j6r-ici8EZ652K5R8msrIIigq4LUaRy3HGiQBO-OE6PSedfYsPgiKJBmMNeGg3S1fcfz76sI0XMpAIUs8_iMQNS0soVnDwb2UbC6SlXFJWF_Mttd-CT_lsyxvcZVmBV30ElA2jp-ciSXcv4lCd9X0PK_Jyy1n4JdK2HH6QHVeLrZrgeU7pBfoJAb6vYJqGSxCB5En6_VX46yuWT_w/ClDDuujR39aMJP4RrZspg3qy882NcCa9ylk33Dc62Z4)""",,"https://en.wikipedia.org/wiki/Odoardo_Fantacchiotti

https://en.wikipedia.org/wiki/Ganymede_(mythology)",,,,,Smithsonian Institute
1014,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/7rA7JiQ6x6RTDe51wNPRKA/UjfAHQ4GK-Kijq0-x3p6bOyAS0pbgS3GiBRGznk5tWll3TWUqCMz7MSCSPZNhcnD7P8nqz-dJ3DkNjD8AkCNEjJyIsaiMDWKuTmHDF7_TUcHA9tcwJ9r1PNlIK5RTk-zIJpuUSGupgR9a6-cOVI-zA/sEHkijYnKv0vm4_zjN0dwoin6is3So-1reBlZ2paViE),"573 - Une Bacchante, par Sarrochi.",Bacchante,573,Italy,Group 1. Works of Art.,Class 3. Sculpture and Dye-Sinking.,"Class 3. (Palace Gallery 1.) Sculptures and Engravings on Medals. Spherical, embossing, sculptured bas-reliefs, sculptures reponsées, pressed and chiselled, medals, cameos, engraved stones, chemical engravings.",,Palace Gallery 1,Galerie I des Oeuvres d'Art,Palace,Country Section,Gender - Femininity,"Mythology,Sculpture,Plant,Represented Plant",,,,checked,"Crop,Edible",,,,,Marble,Sculptor Titus Sarocchi,,Albumen Print,"Une Bacchante, par Sarrochi.",,"Artist: Sarocchi, Titus.
From: Sienna.
Sculptures displayed:
Une Jeune Bacchante (statue in marble);
La Première Lecture (group in marble).
Présenté par la Sous-Commission artistique de Florence.",image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/7qg6T0XNNRTVGIH9gE3Fsg/N1ZGaI2mxezhy1u3GDJyvX5cLdMAP_t8qPADo-P1ny8nsHi2yV3cZ7BNgB4FsRqOf6_9SHERt4-3uN0LGmOlX85_d_SgmfoM4u7xp-ijJNr5pINLYmC9bkCGotCqj1hnoGrkQbRnVSpfS84rm-Ukag/pizW9xozvzZ6ABQHCo75u2NGTGr2fSQXjGmCPTowoNI),"Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867. Internet Archive, http://archive.org/details/expositionuniver00expo_2.
Page 206.","""Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/lasRv3xhEbBcmmyT1eW60g/pz1fJgq4tIthq8ZXNLubMb_rSL0K1WFIdgAkwHSluWEzyAtSw4uNa6NPbFZ-QvSG0Rh8OThAnOJUZXsOeEipUwhTkc5ID71PgeyE8vAMpHFp5fZr2-QsYcbHB-Vy1H0XtWrjJLUKVpcNVx6FOrvwUyfbUvtJY_lbAOcDIq_wNiaesiEvTh3NIMFG4FUeu71RpQLaxpMdwaShvL6V7LNbtQat7IexuB2mQbH0sxdrVmeFZzm249kAzSXWEJim7dpVUJgmawBLDtv87Da9ZAaYI9JmPYIfaEQO30xNDgLYOg1I_chA3TQ2NxBvuKfcLuSYsZQX-GKFCbxu9KC0C646SQ/T7iLnoRrlV7C6dVn2qYbXC6JrAbbv-IIPvdsxb1N6fY)""",,,,,,,Smithsonian Institute
1018,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/b2rd5FXYKZEhSADW9zRmsA/JdOOeysaz72VUTJiKQMYcaDrnORXmqY7Jood35YHjJuHQArgYdr6RspL8JU3fDNUtDVxPcF7jGmqYpPkzzpkSVAiQlvwgl1fsrrHqviBS59YqS5eMHLchZihF8K_vNCV5q0AvmQqzky2vaOptSwlnw/zgKAvaZcDsQZVNXbeRGb4NUoXC7e6iQGnhVAyuiwgyM),97. - Les derniers jours de Napoléon Ier par Vela,Last Days of Napoleon,97,Italy,Group 1. Works of Art.,Class 3. Sculpture and Dye-Sinking.,"Class 3. (Palace Gallery 1.) Sculptures and Engravings on Medals. Spherical, embossing, sculptured bas-reliefs, sculptures reponsées, pressed and chiselled, medals, cameos, engraved stones, chemical engravings.",,Palace Gallery 1,Galerie I des Oeuvres d'Art,Palace,Country Section,Political Aesthetics,"Famous Person,Sculpture,Public Figure,Monument",,,,,,,,checked,First Prize,Marble,Sculptor Vincenzo Vela,,Albumen Print,Les derniers jours de Napoléon Ier par Vela,Gli Ultimi Giorni,"Artist: Vela, Vincent. From: Turin.
Sous-Commission artistique, à Turin.
Sculptures displayed:
Christophe Colomb et l’Amérique (group in plaster);
Les Derniers Jours de Napoléon Ier (marble);
Le Printemps.

Vela from Italy awarded First Prize in the Group 1, Class 3, Sculpture category.","image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/EfnGirBi9ZzPNCOTeRCP-Q/wasn0_hVyNZOMARfRooK5-EtmWIK9YKcGu9Pd7GcTiLaW7TxNYNUv-ANXmL8znTa1QWcp39msmUjf4eQNP1RPSispTddI98AxeZgDTxuNtwaV3EbmUYi14-csjpA__uDixJ-AJZtP4QJ3MoIUSmnjw/MhzEN8iVHSz0DvOzte8uLSZGkYNPuUOjKROGeVe1xcA),image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/we7O-cccTTZLp9c-6JS8ww/EF1QJwn0X2T1tHxzdQrl-ZUKMB_25UTVSWLnvrFHCMZWAvk43bajPKWKn0dvg7N6Vl6Jz6kygtQZ-GRomC7b7-Owte3NikwEaj5D3FtlBiGaIqvEPFFS9tj6O2cpuSwhMeXGMh3lwnvVEX2dz2CSNw/iyf2ed2c197-nAUJUQ5UvwZr2Amtplcna2BQOO-csG0)","Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867. Internet Archive, http://archive.org/details/expositionuniver00expo_2.
Page 203.

Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris : Dentu, 1867. Internet Archive, http://archive.org/details/gri_catalogueoff00expo. 
Page 10.

","""Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/LCo78CsAQ4yXkAvn0pCd4A/Ux-HA9sfFh8UdLQ_5Qp8zkvxD1K5clb6jCbhLUwAupLmrhP-q229QGt8_d94G74FALWrlQ-FsCaGqF1rIQjkPND18hnHDiyXONrg9HtNog9WYNTNs9kg9QN4nbp3eOdgJQdUr-lJjMCpKFI8d8yXzHuTQTxFi35vzwHAAbGmp0AfGB4gaOEObeDxwQ7Bm1_C-shjpP7j0hDg0-YndpinzJTXf1UZxCP4kkkRVBZ6T8gcBZVZERR0FBwkUAI2hoPW2iJLumzcNHiEtCYj91-dp_18OkWgi2dFZXVy-W2a4YUyIIxuvtPnbcw2W_U91aMhwCLdDcESb_jVq25LGkjs6Q/OusZFIbag7J6Bvhn1Q2GSUwuSONoiVLtVmNBk93jBWg)"",""Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris , E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/04MWoZ6TjhrtaONLerf6dg/GR5sWOZRS-s-ybnpS5hW8o9RRxGzNVC2f1Vf8oKwqZAwlQSXcNFkGv5T_Cq0WCnpAGhyuD6i-JYlpDuRee2ccsRahGAkygFZPm_4dF4uUDDguJxCI9gqoPkZeRabUFIbHAIOBLox8iVfeSNp-x-zfOVjW8riUX2VVhN4dKJZRdC4ZjkysALCD0ogG09twMH0ixkJZUbmKJKZjYkSqv5uh8iiqppBJpXF4oRV2_sd0pqXt8VfcjsDafApnCxvzAjeLqZXV0wZ3_swXAWCKjXNnLIQ-KaWT9zdP-z_1ZPhX7VakwW2G2EJAyVLMcR5XvSZ/qOXhklHGK74v4v8gg9n01fbDFYDC9MUf7Z6fcwz3qe8)""",,https://en.wikipedia.org/wiki/Vincenzo_Vela,,,,,Smithsonian Institute
1021,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/Q2k9MSzDKuTyqhZwFBusnw/Pz5skhlVzRQj0jiPsJHPyo6i5cc8QtasykEI3A-C4Su9XJqcZksH9ysiuN1J_s81YXAzH2jcbE7yl1C7BpEuqG0rPu0cKCwAKr7uDxWlAGE8wTe8BooJQxMJcQppuy3I8MSia8Kjj4XBdLRB8EVxfw/fVCtJ0ou75m_S-CzLUyGdZcVOMK1TJvIOD9-7fenjPs),294 - La Piété. Par Jean Dupré.,Piety,294,Italy,Group 1. Works of Art.,Class 3. Sculpture and Dye-Sinking.,"Class 3. (Palace Gallery 1.) Sculptures and Engravings on Medals. Spherical, embossing, sculptured bas-reliefs, sculptures reponsées, pressed and chiselled, medals, cameos, engraved stones, chemical engravings.",,Palace Gallery 1,Galerie I des Oeuvres d'Art,Palace,Country Section,Gender - Femininity,"Famous Art,Religion",,,,,,,,checked,Grand Prize,Marble,Sculptor Jean Dupré,,Albumen Print,La Piété. Par Jean Dupré.,"Italie;
Grand Prix","Artist: Dupré, Jean.
From: Florence.
Sculptures displayed:
La Piété (group in marble);
Base de la coupe égyptienne (plaster);
Bacchus enfant (statuette in marble);
Le Triomphe de la Croix (bas-relief in plaster).

J. Dupré from Italy was awarded Grand Prize for the Group 1, Class 3, Sculpture category.","image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/9Ebpdx0zaVXWxpVskK0rDw/n7VE0x_C2BKL7Db77OqsujrDpIanzZo24O4NA34s1CwB8fyqS9DxL5HKE6_Viq9A7aDOynFwqPOal6eYWabwhEjsU7DWJKTJfjQqfYZ3OWCx7ifsifMmtTQt_jdhSRK882pAktoeSm6GVqbXCBS9CA/NxoUUba_zjeYkSu71oK8bscUGLYlcJtnArfBzSv5YKs),image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/Qxj7pND9vok0JUXPL-Vxaw/pENylJmAQs4INByP_LxJ4IpB3hy8nAAhom2oSsK08R_bYiWixnM--j5qDr3gq6wuDEeD1eICtVoNmBlFxo8E-U2dUZcq-UDVs-8jM2KhWC4ChTP-FR0NLTGcJfjLyjsly8PY1n0jAmf05Akl2P7PsQ/PI6_x1yKobnXV9P-8BO06Kq1BVfCCoPTgjif0VkG_lE)","Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867. Internet Archive, http://archive.org/details/expositionuniver00expo_2. 
Page 206.

Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris : Dentu, 1867. Internet Archive, http://archive.org/details/gri_catalogueoff00expo.  
Page 10.
","""Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/LHCXxD4sp62sd1dBP22rsQ/RHioB9ua8aDIsdu8sYyy_PfEGFmpu2IKdxBv_rsERI03XDGa0QoyyrJWZVPB-kjXXVz4IVzoTmvVy4CxNm4WjnPrR-7U4pmKL9IfKA__96wxlVQVfyXEvQ8O0237y8yrE_qy0smaqSPZ_eG3zcTHKiyBGNA8WvqYKScAgIGz7hmPHytBGtqGwf5q9gHpMOVfokGuafdGGMwPTKbJie-AOfb3c_8BzuF0HhhxY6C1ZgqmLU1GaTq89fuc7lafiYIdpeqOPwr3cnJlKsL9XcEetGP-UAUEuksy9fH7CZRc-QR3S5CmWiovC0nCZIb0zpOEymFsxrd34LhU0KOQG50IEg/Lqs3IHlJ2pW13SslAJ3RSbF7KVAQuDBS37FottUTx04)"",""Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris , E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/P2W9WnrL3FVPagqLzaTVBA/5Rh7XgRjYZQhR2H3bnZGaRaZhPCEJNeOnfF0vNKhgUP7WwE4ZFiBqRJ6mMTxa2Wi7OX8GlUrhooaeWCUibr9G9v3kmnCe3_WAsTorCFoiHdyBEdj01K2QBSXuAgcdj_E6p03MAcA65tBZwL14tQAhuqxg3HRzebWunuwstxypd1ppZwzs4n9qGTmLGZbS7WIh2mspVbXXHIFkHSttEv9UdphQ4XpHJsTrRlF2-nBmS5WA0oAcvkW49VEbFz974x7nTF9l1yEUzswyl8WoP5WlYl49ZC_L7IfJGaps2biqjHLNU4HRrQQ-xAzbpwF08yA/y516N9tnB31Nvvdsb4C084Wkk8vdv59_gWzxenviJew)""",,,,,,,Smithsonian Institute
1034,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/elkZzWKwG8W2VZPdyMxBrQ/LprAzcABmbpXQhsvcHboSGAecFCuBBY5ilEvoya-GNCZNsfPZ6YxIlnTSw_5zg0jcq1aK2i92vFpyeHFU4KvcsQRhkb30YdeRqh-IMjcDHnAImRah64YMs5cxt_LU6ASyDKQnEZdNs4wqFF2t6q3Ew/gn0r6iJHDbFFEIBlKb0-pU94Kjrcx56iuMnMl3f6pp4),8028 Exposition Universelle de 1867. Section Prussienne.,,8028,Prussia,Group 3. Furniture and Other Objects for the Use of Dwellings.,"""Class 17. Porcelain, Earthenware, and other Fancy Pottery.""","Class 17, (Palace Gallery 3.) Porcelain, Faience, and other Potteries.—Biscuit, hard and tender porcelains ; fine earthenware, glazed and colored ; biscuit of faience, terre cuite, enamelled lavas.",,Palace Gallery 3,,Palace,Country Section,Consumerism,"Existing Company,Sculpture,Porcelain",,,,,,,,,,,,,,,Villeroy & Boch,,,,,,,,"Sculpture, Decorative Arts",Leon & Levy,"7,500x3,508",Getty Foundation
1036,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/nCSJEG-otC7EzFYr-CTlOw/Pv8Q7nUyo0WfkpUAiVudO_7BgVz_1BdPDgEquP64Rxnvfx6N3dbGWgF0_UR7QJouSR4uz0ZpPueupR84WFK3VaAz6cdRsrk4XWGT1cfGn2FAQ8X_4Mex6Gr8ECEtC72N-aRWokGWh_oqEhz8wic2Ug/knjOeb8ABjfUHiJWGIMfutgzlqQNVpMWORChNU7JSWk),8033 Exposition Universelle de 1867. Section Belge.,,8033,Belgium,Group 3. Furniture and Other Objects for the Use of Dwellings.,"Class 14. Fancy Furniture.,Class 15. Upholstery and Decorative Work.","Class 14. Rich Furnishings.—Sideboards, bookcases, tables, toilettes, beds, sofas, seats, billiards, &c.

Class 15, (Palace Gallery 3.) —Upholstery and Decorative Work.—Bedding, covered seats, canopies, curtains, hangings in tapestry and in stuffs ; furniture and decorative objects in rich stone and other valuable materials ; decorations moulded in paste, in plaster, in pasteboard ; decorative painting, frames, furniture ; decorative ornaments for religious service.
",,Palace Gallery 3,,Palace,Country Section,,"Religion,Interior Decor,Furniture",,,,,,,,checked,Silver Medal,,,,,,Sculptures et Ameublements d'Eglise - Goyers Frères à Louvain Belgique ,,,catalogue officiel des exposants récompensés par le Jury international,,,,Belgian Staircase,"Decorative Arts, Architecture",Leon & Levy,"7,500x3,510",Getty Foundation
1037,yes,image.png (https://v5.airtableusercontent.com/v3/u/29/29/1716156000000/cOa872O87MvA1WwYdm0WSg/KSD8pm_RFQ8RPZ35geFa7X99dXrXCKl9Wr01X_zO-vWRToGNLQSGywx0Rq_FbsRonMQe4Taw5zg_UBNHFrzIRWxjwZc4lGZrjy3eTVozHMWil7_roRW2axfdKUM3MNr13n5LwnThL7M2E09kTgLvxA/W-yW0VL_ip1fVIuGLuXL7E034rRjBuKweV60b93aynI),8035 Exposition Universelle de 1867. Section Anglaise.,,8035,Great Britain,Group 3. Furniture and Other Objects for the Use of Dwellings.,"""Class 16. Crystal, Fancy Glass and Stained Glass.""","Class 16. (Palace Gallery 3). Crystals, Rich Glassware and Glazing. Goblets in crystal, cut-glass, double crystal, mounted crystal, &c.; glass for windows, furniture, and mirrors; glass figured, enamelled, crackled, filigraned; optical crystals; ornamental glass-painted windows.",,Palace Gallery 3,,Palace,Country Section,,,,,,,,,,,,,,,,,Chance Brothers & Co. Birmingham,,,"Catalogue of the British Section : containing a list of the exhibitors of the United Kingdom and its colonies, and the objects which they exhibit : in English, French, German, and Italian : with statistical introductions and an appendix in which many of the objects exhibited are more fully described",,,,,Decorative Arts,Leon & Levy,"7,500x3,511",Getty Foundation
